time,subject,fuzzer,run,cov_type,cov
1613500031,lightftp,aflnet,1,b_abs,339
1613501867,lightftp,aflnet,1,l_per,62.6
1613501867,lightftp,aflnet,1,l_abs,706
1613501867,lightftp,aflnet,1,b_per,41.9
1613501867,lightftp,aflnet,1,b_abs,339
1613502953,lightftp,aflnet,1,l_per,62.6
1613502953,lightftp,aflnet,1,l_abs,706
1613502953,lightftp,aflnet,1,b_per,41.9
1613502953,lightftp,aflnet,1,b_abs,339
1613505916,lightftp,aflnet,1,l_per,62.6
1613505916,lightftp,aflnet,1,l_abs,706
1613505916,lightftp,aflnet,1,b_per,41.9
1613505916,lightftp,aflnet,1,b_abs,339
1613507377,lightftp,aflnet,1,l_per,62.6
1613507377,lightftp,aflnet,1,l_abs,706
1613507377,lightftp,aflnet,1,b_per,41.9
1613507377,lightftp,aflnet,1,b_abs,339
1613509701,lightftp,aflnet,1,l_per,63.0
1613509701,lightftp,aflnet,1,l_abs,711
1613509701,lightftp,aflnet,1,b_per,42.3
1613509701,lightftp,aflnet,1,b_abs,342
1613511480,lightftp,aflnet,1,l_per,63.0
1613511480,lightftp,aflnet,1,l_abs,711
1613511480,lightftp,aflnet,1,b_per,42.3
1613511480,lightftp,aflnet,1,b_abs,342
1613511484,lightftp,aflnet,1,l_per,63.0
1613511484,lightftp,aflnet,1,l_abs,711
1613511484,lightftp,aflnet,1,b_per,42.3
1613511484,lightftp,aflnet,1,b_abs,342
1613476070,lightftp,aflnet,2,l_per,37.0
1613476070,lightftp,aflnet,2,l_abs,417
1613476070,lightftp,aflnet,2,b_per,20.3
1613476070,lightftp,aflnet,2,b_abs,164
1613476073,lightftp,aflnet,2,l_per,38.9
1613476073,lightftp,aflnet,2,l_abs,438
1613476073,lightftp,aflnet,2,b_per,22.5
1613476073,lightftp,aflnet,2,b_abs,182
1613476080,lightftp,aflnet,2,l_per,39.2
1613476080,lightftp,aflnet,2,l_abs,442
1613476080,lightftp,aflnet,2,b_per,23.6
1613476080,lightftp,aflnet,2,b_abs,191
1613476085,lightftp,aflnet,2,l_per,39.5
1613476085,lightftp,aflnet,2,l_abs,445
1613476085,lightftp,aflnet,2,b_per,24.4
1613476085,lightftp,aflnet,2,b_abs,197
1613476093,lightftp,aflnet,2,l_per,39.7
1613476093,lightftp,aflnet,2,l_abs,447
1613476093,lightftp,aflnet,2,b_per,24.5
1613476093,lightftp,aflnet,2,b_abs,198
1613476104,lightftp,aflnet,2,l_per,40.2
1613476104,lightftp,aflnet,2,l_abs,453
1613476104,lightftp,aflnet,2,b_per,24.7
1613476104,lightftp,aflnet,2,b_abs,200
1613476111,lightftp,aflnet,2,l_per,40.7
1613476111,lightftp,aflnet,2,l_abs,459
1613476111,lightftp,aflnet,2,b_per,25.0
1613476111,lightftp,aflnet,2,b_abs,202
1613476127,lightftp,aflnet,2,l_per,41.5
1613476127,lightftp,aflnet,2,l_abs,468
1613476127,lightftp,aflnet,2,b_per,25.2
1613476127,lightftp,aflnet,2,b_abs,204
1613476145,lightftp,aflnet,2,l_per,42.1
1613476145,lightftp,aflnet,2,l_abs,475
1613476145,lightftp,aflnet,2,b_per,25.7
1613476145,lightftp,aflnet,2,b_abs,208
1613476158,lightftp,aflnet,2,l_per,42.1
1613476158,lightftp,aflnet,2,l_abs,475
1613476158,lightftp,aflnet,2,b_per,25.7
1613476158,lightftp,aflnet,2,b_abs,208
1613476161,lightftp,aflnet,2,l_per,42.1
1613476161,lightftp,aflnet,2,l_abs,475
1613476161,lightftp,aflnet,2,b_per,25.7
1613476161,lightftp,aflnet,2,b_abs,208
1613476167,lightftp,aflnet,2,l_per,42.4
1613476167,lightftp,aflnet,2,l_abs,478
1613476167,lightftp,aflnet,2,b_per,25.8
1613476167,lightftp,aflnet,2,b_abs,209
1613476185,lightftp,aflnet,2,l_per,42.7
1613476185,lightftp,aflnet,2,l_abs,481
1613476185,lightftp,aflnet,2,b_per,26.0
1613476185,lightftp,aflnet,2,b_abs,210
1613476192,lightftp,aflnet,2,l_per,42.9
1613476192,lightftp,aflnet,2,l_abs,484
1613476192,lightftp,aflnet,2,b_per,26.1
1613476192,lightftp,aflnet,2,b_abs,211
1613476217,lightftp,aflnet,2,l_per,42.9
1613476217,lightftp,aflnet,2,l_abs,484
1613476217,lightftp,aflnet,2,b_per,26.1
1613476217,lightftp,aflnet,2,b_abs,211
1613476228,lightftp,aflnet,2,l_per,44.4
1613476228,lightftp,aflnet,2,l_abs,500
1613476228,lightftp,aflnet,2,b_per,26.7
1613476228,lightftp,aflnet,2,b_abs,216
1613476262,lightftp,aflnet,2,l_per,45.2
1613476262,lightftp,aflnet,2,l_abs,509
1613476262,lightftp,aflnet,2,b_per,27.2
1613476262,lightftp,aflnet,2,b_abs,220
1613476283,lightftp,aflnet,2,l_per,45.8
1613476283,lightftp,aflnet,2,l_abs,516
1613476283,lightftp,aflnet,2,b_per,27.6
1613476283,lightftp,aflnet,2,b_abs,223
1613476335,lightftp,aflnet,2,l_per,46.1
1613476335,lightftp,aflnet,2,l_abs,520
1613476335,lightftp,aflnet,2,b_per,27.8
1613476335,lightftp,aflnet,2,b_abs,225
1613476359,lightftp,aflnet,2,l_per,46.3
1613476359,lightftp,aflnet,2,l_abs,522
1613476359,lightftp,aflnet,2,b_per,28.2
1613476359,lightftp,aflnet,2,b_abs,228
1613476365,lightftp,aflnet,2,l_per,46.6
1613476365,lightftp,aflnet,2,l_abs,525
1613476365,lightftp,aflnet,2,b_per,29.3
1613476365,lightftp,aflnet,2,b_abs,237
1613476372,lightftp,aflnet,2,l_per,46.6
1613476372,lightftp,aflnet,2,l_abs,525
1613476372,lightftp,aflnet,2,b_per,29.3
1613476372,lightftp,aflnet,2,b_abs,237
1613476380,lightftp,aflnet,2,l_per,46.7
1613476380,lightftp,aflnet,2,l_abs,526
1613476380,lightftp,aflnet,2,b_per,29.4
1613476380,lightftp,aflnet,2,b_abs,238
1613476400,lightftp,aflnet,2,l_per,46.9
1613476400,lightftp,aflnet,2,l_abs,528
1613476400,lightftp,aflnet,2,b_per,29.7
1613476400,lightftp,aflnet,2,b_abs,240
1613476419,lightftp,aflnet,2,l_per,49.9
1613476419,lightftp,aflnet,2,l_abs,562
1613476419,lightftp,aflnet,2,b_per,31.6
1613476419,lightftp,aflnet,2,b_abs,256
1613476447,lightftp,aflnet,2,l_per,50.1
1613476447,lightftp,aflnet,2,l_abs,565
1613476447,lightftp,aflnet,2,b_per,32.0
1613476447,lightftp,aflnet,2,b_abs,259
1613476476,lightftp,aflnet,2,l_per,53.0
1613476476,lightftp,aflnet,2,l_abs,597
1613476476,lightftp,aflnet,2,b_per,33.6
1613476476,lightftp,aflnet,2,b_abs,272
1613476502,lightftp,aflnet,2,l_per,53.5
1613476502,lightftp,aflnet,2,l_abs,603
1613476502,lightftp,aflnet,2,b_per,34.5
1613476502,lightftp,aflnet,2,b_abs,279
1613476544,lightftp,aflnet,2,l_per,53.5
1613476544,lightftp,aflnet,2,l_abs,603
1613476544,lightftp,aflnet,2,b_per,34.5
1613476544,lightftp,aflnet,2,b_abs,279
1613476555,lightftp,aflnet,2,l_per,53.5
1613476555,lightftp,aflnet,2,l_abs,603
1613476555,lightftp,aflnet,2,b_per,34.5
1613476555,lightftp,aflnet,2,b_abs,279
1613476587,lightftp,aflnet,2,l_per,54.8
1613476587,lightftp,aflnet,2,l_abs,618
1613476587,lightftp,aflnet,2,b_per,35.6
1613476587,lightftp,aflnet,2,b_abs,288
1613476616,lightftp,aflnet,2,l_per,55.4
1613476616,lightftp,aflnet,2,l_abs,624
1613476616,lightftp,aflnet,2,b_per,36.1
1613476616,lightftp,aflnet,2,b_abs,292
1613476656,lightftp,aflnet,2,l_per,55.9
1613476656,lightftp,aflnet,2,l_abs,630
1613476656,lightftp,aflnet,2,b_per,36.8
1613476656,lightftp,aflnet,2,b_abs,298
1613476695,lightftp,aflnet,2,l_per,56.3
1613476695,lightftp,aflnet,2,l_abs,634
1613476695,lightftp,aflnet,2,b_per,37.1
1613476695,lightftp,aflnet,2,b_abs,300
1613476714,lightftp,aflnet,2,l_per,56.3
1613476714,lightftp,aflnet,2,l_abs,634
1613476714,lightftp,aflnet,2,b_per,37.1
1613476714,lightftp,aflnet,2,b_abs,300
1613476771,lightftp,aflnet,2,l_per,56.3
1613476771,lightftp,aflnet,2,l_abs,635
1613476771,lightftp,aflnet,2,b_per,37.2
1613476771,lightftp,aflnet,2,b_abs,301
1613476817,lightftp,aflnet,2,l_per,56.3
1613476817,lightftp,aflnet,2,l_abs,635
1613476817,lightftp,aflnet,2,b_per,37.2
1613476817,lightftp,aflnet,2,b_abs,301
1613476897,lightftp,aflnet,2,l_per,56.8
1613476897,lightftp,aflnet,2,l_abs,640
1613476897,lightftp,aflnet,2,b_per,37.7
1613476897,lightftp,aflnet,2,b_abs,305
1613476928,lightftp,aflnet,2,l_per,56.8
1613476928,lightftp,aflnet,2,l_abs,640
1613476928,lightftp,aflnet,2,b_per,37.7
1613476928,lightftp,aflnet,2,b_abs,305
1613476987,lightftp,aflnet,2,l_per,56.8
1613476987,lightftp,aflnet,2,l_abs,640
1613476987,lightftp,aflnet,2,b_per,37.7
1613476987,lightftp,aflnet,2,b_abs,305
1613477081,lightftp,aflnet,2,l_per,56.8
1613477081,lightftp,aflnet,2,l_abs,640
1613477081,lightftp,aflnet,2,b_per,37.7
1613477081,lightftp,aflnet,2,b_abs,305
1613477107,lightftp,aflnet,2,l_per,56.8
1613477107,lightftp,aflnet,2,l_abs,640
1613477107,lightftp,aflnet,2,b_per,37.7
1613477107,lightftp,aflnet,2,b_abs,305
1613477213,lightftp,aflnet,2,l_per,57.1
1613477213,lightftp,aflnet,2,l_abs,643
1613477213,lightftp,aflnet,2,b_per,38.1
1613477213,lightftp,aflnet,2,b_abs,308
1613477230,lightftp,aflnet,2,l_per,60.4
1613477230,lightftp,aflnet,2,l_abs,681
1613477230,lightftp,aflnet,2,b_per,39.8
1613477230,lightftp,aflnet,2,b_abs,322
1613477314,lightftp,aflnet,2,l_per,60.5
1613477314,lightftp,aflnet,2,l_abs,682
1613477314,lightftp,aflnet,2,b_per,39.9
1613477314,lightftp,aflnet,2,b_abs,323
1613477388,lightftp,aflnet,2,l_per,60.5
1613477388,lightftp,aflnet,2,l_abs,682
1613477388,lightftp,aflnet,2,b_per,40.0
1613477388,lightftp,aflnet,2,b_abs,324
1613477502,lightftp,aflnet,2,l_per,60.6
1613477502,lightftp,aflnet,2,l_abs,683
1613477502,lightftp,aflnet,2,b_per,40.2
1613477502,lightftp,aflnet,2,b_abs,325
1613477788,lightftp,aflnet,2,l_per,60.6
1613477788,lightftp,aflnet,2,l_abs,683
1613477788,lightftp,aflnet,2,b_per,40.2
1613477788,lightftp,aflnet,2,b_abs,325
1613477842,lightftp,aflnet,2,l_per,60.6
1613477842,lightftp,aflnet,2,l_abs,683
1613477842,lightftp,aflnet,2,b_per,40.2
1613477842,lightftp,aflnet,2,b_abs,325
1613477899,lightftp,aflnet,2,l_per,60.7
1613477899,lightftp,aflnet,2,l_abs,684
1613477899,lightftp,aflnet,2,b_per,40.3
1613477899,lightftp,aflnet,2,b_abs,326
1613477945,lightftp,aflnet,2,l_per,60.7
1613477945,lightftp,aflnet,2,l_abs,684
1613477945,lightftp,aflnet,2,b_per,40.3
1613477945,lightftp,aflnet,2,b_abs,326
1613478028,lightftp,aflnet,2,l_per,60.7
1613478028,lightftp,aflnet,2,l_abs,684
1613478028,lightftp,aflnet,2,b_per,40.3
1613478028,lightftp,aflnet,2,b_abs,326
1613478207,lightftp,aflnet,2,l_per,61.0
1613478207,lightftp,aflnet,2,l_abs,688
1613478207,lightftp,aflnet,2,b_per,40.5
1613478207,lightftp,aflnet,2,b_abs,328
1613478321,lightftp,aflnet,2,l_per,61.4
1613478321,lightftp,aflnet,2,l_abs,693
1613478321,lightftp,aflnet,2,b_per,40.9
1613478321,lightftp,aflnet,2,b_abs,331
1613478770,lightftp,aflnet,2,l_per,62.1
1613478770,lightftp,aflnet,2,l_abs,701
1613478770,lightftp,aflnet,2,b_per,41.3
1613478770,lightftp,aflnet,2,b_abs,334
1613479049,lightftp,aflnet,2,l_per,62.2
