time,subject,fuzzer,run,cov_type,cov
1613308874,lightftp,aflnet,1,l_per,53.0
1613308874,lightftp,aflnet,1,l_abs,597
1613308874,lightftp,aflnet,1,b_per,35.1
1613308874,lightftp,aflnet,1,b_abs,284
1613308903,lightftp,aflnet,1,l_per,53.1
1613308903,lightftp,aflnet,1,l_abs,598
1613308903,lightftp,aflnet,1,b_per,35.4
1613308903,lightftp,aflnet,1,b_abs,286
1613308976,lightftp,aflnet,1,l_per,53.2
1613308976,lightftp,aflnet,1,l_abs,600
1613308976,lightftp,aflnet,1,b_per,35.8
1613308976,lightftp,aflnet,1,b_abs,290
1613309006,lightftp,aflnet,1,l_per,53.5
1613309006,lightftp,aflnet,1,l_abs,604
1613309006,lightftp,aflnet,1,b_per,36.1
1613309006,lightftp,aflnet,1,b_abs,292
1613309120,lightftp,aflnet,1,l_per,53.9
1613309120,lightftp,aflnet,1,l_abs,608
1613309120,lightftp,aflnet,1,b_per,36.6
1613309120,lightftp,aflnet,1,b_abs,296
1613309228,lightftp,aflnet,1,l_per,54.3
1613309228,lightftp,aflnet,1,l_abs,612
1613309228,lightftp,aflnet,1,b_per,36.8
1613309228,lightftp,aflnet,1,b_abs,298
1613309288,lightftp,aflnet,1,l_per,54.3
1613309288,lightftp,aflnet,1,l_abs,612
1613309288,lightftp,aflnet,1,b_per,36.8
1613309288,lightftp,aflnet,1,b_abs,298
1613309365,lightftp,aflnet,1,l_per,54.3
1613309365,lightftp,aflnet,1,l_abs,612
1613309365,lightftp,aflnet,1,b_per,36.8
1613309365,lightftp,aflnet,1,b_abs,298
1613309412,lightftp,aflnet,1,l_per,54.3
1613309412,lightftp,aflnet,1,l_abs,612
1613309412,lightftp,aflnet,1,b_per,36.8
1613309412,lightftp,aflnet,1,b_abs,298
1613309518,lightftp,aflnet,1,l_per,54.3
1613309518,lightftp,aflnet,1,l_abs,613
1613309518,lightftp,aflnet,1,b_per,37.1
1613309518,lightftp,aflnet,1,b_abs,300
1613309710,lightftp,aflnet,1,l_per,54.5
1613309710,lightftp,aflnet,1,l_abs,615
1613309710,lightftp,aflnet,1,b_per,37.3
1613309710,lightftp,aflnet,1,b_abs,302
1613309900,lightftp,aflnet,1,l_per,54.5
1613309900,lightftp,aflnet,1,l_abs,615
1613309900,lightftp,aflnet,1,b_per,37.3
1613309900,lightftp,aflnet,1,b_abs,302
1613310099,lightftp,aflnet,1,l_per,54.5
1613310099,lightftp,aflnet,1,l_abs,615
1613310099,lightftp,aflnet,1,b_per,37.3
1613310099,lightftp,aflnet,1,b_abs,302
1613310193,lightftp,aflnet,1,l_per,54.5
1613310193,lightftp,aflnet,1,l_abs,615
1613310193,lightftp,aflnet,1,b_per,37.3
1613310193,lightftp,aflnet,1,b_abs,302
1613310346,lightftp,aflnet,1,l_per,54.5
1613310346,lightftp,aflnet,1,l_abs,615
1613310346,lightftp,aflnet,1,b_per,37.3
1613310346,lightftp,aflnet,1,b_abs,302
1613310459,lightftp,aflnet,1,l_per,54.5
1613310459,lightftp,aflnet,1,l_abs,615
1613310459,lightftp,aflnet,1,b_per,37.3
1613310459,lightftp,aflnet,1,b_abs,302
1613310591,lightftp,aflnet,1,l_per,57.6
1613310591,lightftp,aflnet,1,l_abs,650
1613310591,lightftp,aflnet,1,b_per,38.9
1613310591,lightftp,aflnet,1,b_abs,315
1613310757,lightftp,aflnet,1,l_per,57.9
1613310757,lightftp,aflnet,1,l_abs,653
1613310757,lightftp,aflnet,1,b_per,39.3
1613310757,lightftp,aflnet,1,b_abs,318
1613310943,lightftp,aflnet,1,l_per,57.9
1613310943,lightftp,aflnet,1,l_abs,653
1613310943,lightftp,aflnet,1,b_per,39.3
1613310943,lightftp,aflnet,1,b_abs,318
1613311353,lightftp,aflnet,1,l_per,58.6
1613311353,lightftp,aflnet,1,l_abs,661
1613311353,lightftp,aflnet,1,b_per,39.9
1613311353,lightftp,aflnet,1,b_abs,323
1613311499,lightftp,aflnet,1,l_per,58.6
1613311499,lightftp,aflnet,1,l_abs,661
1613311499,lightftp,aflnet,1,b_per,39.9
1613311499,lightftp,aflnet,1,b_abs,323
1613311789,lightftp,aflnet,1,l_per,58.8
1613311789,lightftp,aflnet,1,l_abs,663
1613311789,lightftp,aflnet,1,b_per,40.0
1613311789,lightftp,aflnet,1,b_abs,324
1613312409,lightftp,aflnet,1,l_per,58.8
1613312409,lightftp,aflnet,1,l_abs,663
1613312409,lightftp,aflnet,1,b_per,40.2
1613312409,lightftp,aflnet,1,b_abs,325
1613312520,lightftp,aflnet,1,l_per,58.8
1613312520,lightftp,aflnet,1,l_abs,663
1613312520,lightftp,aflnet,1,b_per,40.2
1613312520,lightftp,aflnet,1,b_abs,325
1613312727,lightftp,aflnet,1,l_per,58.8
1613312727,lightftp,aflnet,1,l_abs,663
1613312727,lightftp,aflnet,1,b_per,40.2
1613312727,lightftp,aflnet,1,b_abs,325
1613313143,lightftp,aflnet,1,l_per,58.8
1613313143,lightftp,aflnet,1,l_abs,663
1613313143,lightftp,aflnet,1,b_per,40.2
1613313143,lightftp,aflnet,1,b_abs,325
1613313386,lightftp,aflnet,1,l_per,58.8
1613313386,lightftp,aflnet,1,l_abs,663
1613313386,lightftp,aflnet,1,b_per,40.2
1613313386,lightftp,aflnet,1,b_abs,325
1613313626,lightftp,aflnet,1,l_per,58.8
1613313626,lightftp,aflnet,1,l_abs,663
1613313626,lightftp,aflnet,1,b_per,40.2
1613313626,lightftp,aflnet,1,b_abs,325
1613314156,lightftp,aflnet,1,l_per,58.8
1613314156,lightftp,aflnet,1,l_abs,663
1613314156,lightftp,aflnet,1,b_per,40.2
1613314156,lightftp,aflnet,1,b_abs,325
1613314512,lightftp,aflnet,1,l_per,59.2
1613314512,lightftp,aflnet,1,l_abs,668
1613314512,lightftp,aflnet,1,b_per,40.5
1613314512,lightftp,aflnet,1,b_abs,328
1613314842,lightftp,aflnet,1,l_per,59.2
1613314842,lightftp,aflnet,1,l_abs,668
1613314842,lightftp,aflnet,1,b_per,40.5
1613314842,lightftp,aflnet,1,b_abs,328
1613315078,lightftp,aflnet,1,l_per,59.2
1613315078,lightftp,aflnet,1,l_abs,668
1613315078,lightftp,aflnet,1,b_per,40.5
1613315078,lightftp,aflnet,1,b_abs,328
1613316359,lightftp,aflnet,1,l_per,59.2
1613316359,lightftp,aflnet,1,l_abs,668
1613316359,lightftp,aflnet,1,b_per,40.5
1613316359,lightftp,aflnet,1,b_abs,328
1613316727,lightftp,aflnet,1,l_per,59.2
1613316727,lightftp,aflnet,1,l_abs,668
1613316727,lightftp,aflnet,1,b_per,40.5
1613316727,lightftp,aflnet,1,b_abs,328
1613317247,lightftp,aflnet,1,l_per,59.2
1613317247,lightftp,aflnet,1,l_abs,668
1613317247,lightftp,aflnet,1,b_per,40.5
1613317247,lightftp,aflnet,1,b_abs,328
1613317461,lightftp,aflnet,1,l_per,59.2
1613317461,lightftp,aflnet,1,l_abs,668
1613317461,lightftp,aflnet,1,b_per,40.5
1613317461,lightftp,aflnet,1,b_abs,328
1613317921,lightftp,aflnet,1,l_per,59.2
1613317921,lightftp,aflnet,1,l_abs,668
1613317921,lightftp,aflnet,1,b_per,40.5
1613317921,lightftp,aflnet,1,b_abs,328
1613318329,lightftp,aflnet,1,l_per,59.2
1613318329,lightftp,aflnet,1,l_abs,668
1613318329,lightftp,aflnet,1,b_per,40.5
1613318329,lightftp,aflnet,1,b_abs,328
1613319491,lightftp,aflnet,1,l_per,59.3
1613319491,lightftp,aflnet,1,l_abs,669
1613319491,lightftp,aflnet,1,b_per,40.7
1613319491,lightftp,aflnet,1,b_abs,329
1613319869,lightftp,aflnet,1,l_per,59.3
1613319869,lightftp,aflnet,1,l_abs,669
1613319869,lightftp,aflnet,1,b_per,40.7
1613319869,lightftp,aflnet,1,b_abs,329
1613320971,lightftp,aflnet,1,l_per,59.8
1613320971,lightftp,aflnet,1,l_abs,674
1613320971,lightftp,aflnet,1,b_per,41.0
1613320971,lightftp,aflnet,1,b_abs,332
1613322343,lightftp,aflnet,1,l_per,59.8
1613322343,lightftp,aflnet,1,l_abs,674
1613322343,lightftp,aflnet,1,b_per,41.0
1613322343,lightftp,aflnet,1,b_abs,332
1613323256,lightftp,aflnet,1,l_per,59.8
1613323256,lightftp,aflnet,1,l_abs,674
1613323256,lightftp,aflnet,1,b_per,41.0
1613323256,lightftp,aflnet,1,b_abs,332
1613324246,lightftp,aflnet,1,l_per,59.8
1613324246,lightftp,aflnet,1,l_abs,674
1613324246,lightftp,aflnet,1,b_per,41.0
1613324246,lightftp,aflnet,1,b_abs,332
1613324721,lightftp,aflnet,1,l_per,60.0
1613324721,lightftp,aflnet,1,l_abs,677
1613324721,lightftp,aflnet,1,b_per,41.2
1613324721,lightftp,aflnet,1,b_abs,333
1613325689,lightftp,aflnet,1,l_per,60.0
1613325689,lightftp,aflnet,1,l_abs,677
1613325689,lightftp,aflnet,1,b_per,41.3
1613325689,lightftp,aflnet,1,b_abs,334
1613325707,lightftp,aflnet,1,l_per,60.0
1613325707,lightftp,aflnet,1,l_abs,677
1613325707,lightftp,aflnet,1,b_per,41.5
1613325707,lightftp,aflnet,1,b_abs,336
1613326154,lightftp,aflnet,1,l_per,60.0
1613326154,lightftp,aflnet,1,l_abs,677
1613326154,lightftp,aflnet,1,b_per,41.5
1613326154,lightftp,aflnet,1,b_abs,336
1613308292,lightftp,aflnet,2,l_per,37.0
1613308292,lightftp,aflnet,2,l_abs,417
1613308292,lightftp,aflnet,2,b_per,20.3
1613308292,lightftp,aflnet,2,b_abs,164
1613308292,lightftp,aflnet,2,l_per,38.9
1613308292,lightftp,aflnet,2,l_abs,438
1613308292,lightftp,aflnet,2,b_per,22.5
1613308292,lightftp,aflnet,2,b_abs,182
1613308298,lightftp,aflnet,2,l_per,39.4
1613308298,lightftp,aflnet,2,l_abs,444
1613308298,lightftp,aflnet,2,b_per,23.9
1613308298,lightftp,aflnet,2,b_abs,193
1613308301,lightftp,aflnet,2,l_per,39.5
1613308301,lightftp,aflnet,2,l_abs,445
1613308301,lightftp,aflnet,2,b_per,24.1
1613308301,lightftp,aflnet,2,b_abs,195
1613308308,lightftp,aflnet,2,l_per,39.6
1613308308,lightftp,aflnet,2,l_abs,446
1613308308,lightftp,aflnet,2,b_per,24.4
1613308308,lightftp,aflnet,2,b_abs,197
1613308315,lightftp,aflnet,2,l_per,40.1
1613308315,lightftp,aflnet,2,l_abs,452
1613308315,lightftp,aflnet,2,b_per,24.6
1613308315,lightftp,aflnet,2,b_abs,199
1613308326,lightftp,aflnet,2,l_per,41.2
1613308326,lightftp,aflnet,2,l_abs,464
1613308326,lightftp,aflnet,2,b_per,25.1
1613308326,lightftp,aflnet,2,b_abs,203
1613308341,lightftp,aflnet,2,l_per,42.2
1613308341,lightftp,aflnet,2,l_abs,476
1613308341,lightftp,aflnet,2,b_per,25.7
1613308341,lightftp,aflnet,2,b_abs,208
1613308358,lightftp,aflnet,2,l_per,43.2
1613308358,lightftp,aflnet,2,l_abs,487
1613308358,lightftp,aflnet,2,b_per,26.1
1613308358,lightftp,aflnet,2,b_abs,211
1613308375,lightftp,aflnet,2,l_per,43.2
1613308375,lightftp,aflnet,2,l_abs,487
1613308375,lightftp,aflnet,2,b_per,26.1
1613308375,lightftp,aflnet,2,b_abs,211
1613308381,lightftp,aflnet,2,l_per,43.2
1613308381,lightftp,aflnet,2,l_abs,487
1613308381,lightftp,aflnet,2,b_per,26.1
1613308381,lightftp,aflnet,2,b_abs,211
1613308392,lightftp,aflnet,2,l_per,43.2
1613308392,lightftp,aflnet,2,l_abs,487
1613308392,lightftp,aflnet,2,b_per,26.1
1613308392,lightftp,aflnet,2,b_abs,211
1613308406,lightftp,aflnet,2,l_per,43.4
1613308406,lightftp,aflnet,2,l_abs,489
1613308406,lightftp,aflnet,2,b_per,26.2
1613308406,lightftp,aflnet,2,b_abs,212
1613308429,lightftp,aflnet,2,l_per,44.1
1613308429,lightftp,aflnet,2,l_abs,497
1613308429,lightftp,aflnet,2,b_per,26.6
1613308429,lightftp,aflnet,2,b_abs,215
1613308447,lightftp,aflnet,2,l_per,44.6
1613308447,lightftp,aflnet,2,l_abs,503
1613308447,lightftp,aflnet,2,b_per,26.8
1613308447,lightftp,aflnet,2,b_abs,217
1613308494,lightftp,aflnet,2,l_per,44.7
1613308494,lightftp,aflnet,2,l_abs,504
1613308494,lightftp,aflnet,2,b_per,26.9
1613308494,lightftp,aflnet,2,b_abs,218
1613308505,lightftp,aflnet,2,l_per,44.8
1613308505,lightftp,aflnet,2,l_abs,505
1613308505,lightftp,aflnet,2,b_per,27.2
1613308505,lightftp,aflnet,2,b_abs,220
1613308513,lightftp,aflnet,2,l_per,45.1
1613308513,lightftp,aflnet,2,l_abs,508
1613308513,lightftp,aflnet,2,b_per,27.7
1613308513,lightftp,aflnet,2,b_abs,224
1613308544,lightftp,aflnet,2,l_per,45.7
1613308544,lightftp,aflnet,2,l_abs,515
1613308544,lightftp,aflnet,2,b_per,28.3
1613308544,lightftp,aflnet,2,b_abs,229
1613308563,lightftp,aflnet,2,l_per,49.7
1613308563,lightftp,aflnet,2,l_abs,560
1613308563,lightftp,aflnet,2,b_per,30.5
1613308563,lightftp,aflnet,2,b_abs,247
1613308589,lightftp,aflnet,2,l_per,50.1
1613308589,lightftp,aflnet,2,l_abs,565
1613308589,lightftp,aflnet,2,b_per,31.8
1613308589,lightftp,aflnet,2,b_abs,257
1613308596,lightftp,aflnet,2,l_per,50.3
1613308596,lightftp,aflnet,2,l_abs,567
1613308596,lightftp,aflnet,2,b_per,32.0
1613308596,lightftp,aflnet,2,b_abs,259
1613308606,lightftp,aflnet,2,l_per,50.3
1613308606,lightftp,aflnet,2,l_abs,567
1613308606,lightftp,aflnet,2,b_per,32.0
1613308606,lightftp,aflnet,2,b_abs,259
1613308650,lightftp,aflnet,2,l_per,50.5
1613308650,lightftp,aflnet,2,l_abs,569
1613308650,lightftp,aflnet,2,b_per,32.3
1613308650,lightftp,aflnet,2,b_abs,261
1613308661,lightftp,aflnet,2,l_per,50.5
1613308661,lightftp,aflnet,2,l_abs,569
1613308661,lightftp,aflnet,2,b_per,32.3
1613308661,lightftp,aflnet,2,b_abs,261
1613308699,lightftp,aflnet,2,l_per,50.7
1613308699,lightftp,aflnet,2,l_abs,571
1613308699,lightftp,aflnet,2,b_per,32.5
1613308699,lightftp,aflnet,2,b_abs,263
1613308718,lightftp,aflnet,2,l_per,50.7
1613308718,lightftp,aflnet,2,l_abs,571
1613308718,lightftp,aflnet,2,b_per,32.6
1613308718,lightftp,aflnet,2,b_abs,264
1613308751,lightftp,aflnet,2,l_per,50.7
1613308751,lightftp,aflnet,2,l_abs,571
1613308751,lightftp,aflnet,2,b_per,32.6
1613308751,lightftp,aflnet,2,b_abs,264
1613308768,lightftp,aflnet,2,l_per,51.7
1613308768,lightftp,aflnet,2,l_abs,583
1613308768,lightftp,aflnet,2,b_per,33.7
1613308768,lightftp,aflnet,2,b_abs,273
1613308784,lightftp,aflnet,2,l_per,51.8
1613308784,lightftp,aflnet,2,l_abs,584
1613308784,lightftp,aflnet,2,b_per,34.0
1613308784,lightftp,aflnet,2,b_abs,275
1613308849,lightftp,aflnet,2,l_per,52.4
1613308849,lightftp,aflnet,2,l_abs,590
1613308849,lightftp,aflnet,2,b_per,34.5
1613308849,lightftp,aflnet,2,b_abs,279
1613308884,lightftp,aflnet,2,l_per,52.7
1613308884,lightftp,aflnet,2,l_abs,594
1613308884,lightftp,aflnet,2,b_per,34.7
1613308884,lightftp,aflnet,2,b_abs,281
1613308939,lightftp,aflnet,2,l_per,53.1
1613308939,lightftp,aflnet,2,l_abs,599
1613308939,lightftp,aflnet,2,b_per,35.2
1613308939,lightftp,aflnet,2,b_abs,285
1613308971,lightftp,aflnet,2,l_per,53.2
1613308971,lightftp,aflnet,2,l_abs,600
1613308971,lightftp,aflnet,2,b_per,35.4
1613308971,lightftp,aflnet,2,b_abs,286
1613309017,lightftp,aflnet,2,l_per,53.2
1613309017,lightftp,aflnet,2,l_abs,600
1613309017,lightftp,aflnet,2,b_per,35.4
1613309017,lightftp,aflnet,2,b_abs,286
1613309051,lightftp,aflnet,2,l_per,56.0
1613309051,lightftp,aflnet,2,l_abs,631
1613309051,lightftp,aflnet,2,b_per,36.6
1613309051,lightftp,aflnet,2,b_abs,296
1613309149,lightftp,aflnet,2,l_per,56.3
1613309149,lightftp,aflnet,2,l_abs,634
1613309149,lightftp,aflnet,2,b_per,37.0
1613309149,lightftp,aflnet,2,b_abs,299
1613309188,lightftp,aflnet,2,l_per,56.5
1613309188,lightftp,aflnet,2,l_abs,637
1613309188,lightftp,aflnet,2,b_per,37.3
1613309188,lightftp,aflnet,2,b_abs,302
1613309229,lightftp,aflnet,2,l_per,56.7
1613309229,lightftp,aflnet,2,l_abs,639
1613309229,lightftp,aflnet,2,b_per,37.6
1613309229,lightftp,aflnet,2,b_abs,304
1613309283,lightftp,aflnet,2,l_per,56.7
1613309283,lightftp,aflnet,2,l_abs,639
1613309283,lightftp,aflnet,2,b_per,37.7
1613309283,lightftp,aflnet,2,b_abs,305
1613309346,lightftp,aflnet,2,l_per,56.7
1613309346,lightftp,aflnet,2,l_abs,639
1613309346,lightftp,aflnet,2,b_per,37.7
1613309346,lightftp,aflnet,2,b_abs,305
1613309417,lightftp,aflnet,2,l_per,56.8
1613309417,lightftp,aflnet,2,l_abs,640
1613309417,lightftp,aflnet,2,b_per,37.8
1613309417,lightftp,aflnet,2,b_abs,306
1613309576,lightftp,aflnet,2,l_per,56.9
1613309576,lightftp,aflnet,2,l_abs,641
1613309576,lightftp,aflnet,2,b_per,37.9
1613309576,lightftp,aflnet,2,b_abs,307
1613309687,lightftp,aflnet,2,l_per,56.9
1613309687,lightftp,aflnet,2,l_abs,641
1613309687,lightftp,aflnet,2,b_per,37.9
1613309687,lightftp,aflnet,2,b_abs,307
1613309747,lightftp,aflnet,2,l_per,57.1
1613309747,lightftp,aflnet,2,l_abs,643
1613309747,lightftp,aflnet,2,b_per,38.2
1613309747,lightftp,aflnet,2,b_abs,309
1613309765,lightftp,aflnet,2,l_per,57.3
1613309765,lightftp,aflnet,2,l_abs,646
1613309765,lightftp,aflnet,2,b_per,38.6
1613309765,lightftp,aflnet,2,b_abs,312
1613309779,lightftp,aflnet,2,l_per,57.7
1613309779,lightftp,aflnet,2,l_abs,651
1613309779,lightftp,aflnet,2,b_per,38.9
1613309779,lightftp,aflnet,2,b_abs,315
1613309816,lightftp,aflnet,2,l_per,57.7
1613309816,lightftp,aflnet,2,l_abs,651
1613309816,lightftp,aflnet,2,b_per,38.9
1613309816,lightftp,aflnet,2,b_abs,315
1613309867,lightftp,aflnet,2,l_per,61.0
1613309867,lightftp,aflnet,2,l_abs,688
1613309867,lightftp,aflnet,2,b_per,40.5
1613309867,lightftp,aflnet,2,b_abs,328
1613309954,lightftp,aflnet,2,l_per,61.3
1613309954,lightftp,aflnet,2,l_abs,691
1613309954,lightftp,aflnet,2,b_per,40.7
1613309954,lightftp,aflnet,2,b_abs,329
1613310138,lightftp,aflnet,2,l_per,61.3
1613310138,lightftp,aflnet,2,l_abs,692
1613310138,lightftp,aflnet,2,b_per,40.8
1613310138,lightftp,aflnet,2,b_abs,330
1613310539,lightftp,aflnet,2,l_per,61.7
1613310539,lightftp,aflnet,2,l_abs,696
1613310539,lightftp,aflnet,2,b_per,41.0
1613310539,lightftp,aflnet,2,b_abs,332
1613310971,lightftp,aflnet,2,l_per,61.8
1613310971,lightftp,aflnet,2,l_abs,697
1613310971,lightftp,aflnet,2,b_per,41.2
1613310971,lightftp,aflnet,2,b_abs,333
1613311039,lightftp,aflnet,2,l_per,61.8
1613311039,lightftp,aflnet,2,l_abs,697
1613311039,lightftp,aflnet,2,b_per,41.2
1613311039,lightftp,aflnet,2,b_abs,333
1613311480,lightftp,aflnet,2,l_per,61.9
1613311480,lightftp,aflnet,2,l_abs,698
1613311480,lightftp,aflnet,2,b_per,41.3
1613311480,lightftp,aflnet,2,b_abs,334
1613311916,lightftp,aflnet,2,l_per,61.9
1613311916,lightftp,aflnet,2,l_abs,698
1613311916,lightftp,aflnet,2,b_per,41.3
1613311916,lightftp,aflnet,2,b_abs,334
1613312307,lightftp,aflnet,2,l_per,62.3
1613312307,lightftp,aflnet,2,l_abs,703
1613312307,lightftp,aflnet,2,b_per,41.7
1613312307,lightftp,aflnet,2,b_abs,337
1613312606,lightftp,aflnet,2,l_per,62.3
1613312606,lightftp,aflnet,2,l_abs,703
1613312606,lightftp,aflnet,2,b_per,41.7
1613312606,lightftp,aflnet,2,b_abs,337
1613312914,lightftp,aflnet,2,l_per,62.5
1613312914,lightftp,aflnet,2,l_abs,705
1613312914,lightftp,aflnet,2,b_per,41.9
1613312914,lightftp,aflnet,2,b_abs,339
1613313194,lightftp,aflnet,2,l_per,62.5
1613313194,lightftp,aflnet,2,l_abs,705
1613313194,lightftp,aflnet,2,b_per,41.9
1613313194,lightftp,aflnet,2,b_abs,339
1613313429,lightftp,aflnet,2,l_per,62.5
1613313429,lightftp,aflnet,2,l_abs,705
1613313429,lightftp,aflnet,2,b_per,41.9
1613313429,lightftp,aflnet,2,b_abs,339
1613313582,lightftp,aflnet,2,l_per,62.5
1613313582,lightftp,aflnet,2,l_abs,705
1613313582,lightftp,aflnet,2,b_per,41.9
1613313582,lightftp,aflnet,2,b_abs,339
1613313955,lightftp,aflnet,2,l_per,62.5
